Time,Temperature,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12
42739s,37.3 °C,,,,,,,,,,,,,,,,,0.55478,0.52132,0.62904,0.52838,,,,,,,,,0.49023,0.4907,0.50311,0.48907,,,,,,,,,0.46342,0.44936,0.4682,0.44974,,,,,,,,,0.27691,0.29103,0.29104,0.2794,,,,,,,,,0.2279,0.23063,0.22779,0.20341,,,,,,,,,1.4387,1.5011,1.4842,1.4679,,,,
43063s,37.3 °C,,,,,,,,,,,,,,,,,0.54758,0.54723,0.5959,0.52283,,,,,,,,,0.48946,0.49426,0.49418,0.48657,,,,,,,,,0.46671,0.45274,0.47248,0.44871,,,,,,,,,0.28187,0.29664,0.29784,0.28446,,,,,,,,,0.23166,0.23411,0.23224,0.20751,,,,,,,,,1.4419,1.5028,1.4914,1.4713,,,,
43387s,37.4 °C,,,,,,,,,,,,,,,,,0.60434,0.50084,0.63072,0.5531,,,,,,,,,0.48349,0.50007,0.50366,0.49201,,,,,,,,,0.4694,0.45987,0.47813,0.45142,,,,,,,,,0.28698,0.30258,0.30417,0.28914,,,,,,,,,0.23576,0.23868,0.23667,0.21116,,,,,,,,,1.4423,1.5045,1.4923,1.4691,,,,
43710s,37.4 °C,,,,,,,,,,,,,,,,,0.58884,0.53131,0.63226,0.53673,,,,,,,,,0.49232,0.50351,0.50747,0.49692,,,,,,,,,0.47616,0.46218,0.48069,0.45608,,,,,,,,,0.29258,0.30906,0.31123,0.29439,,,,,,,,,0.23974,0.24357,0.24154,0.21538,,,,,,,,,1.4459,1.4972,1.4933,1.4726,,,,
44034s,37.3 °C,,,,,,,,,,,,,,,,,0.63133,0.58184,0.65074,0.55128,,,,,,,,,0.50436,0.5045,0.51183,0.50086,,,,,,,,,0.47539,0.46571,0.48436,0.45887,,,,,,,,,0.29814,0.31559,0.31857,0.30046,,,,,,,,,0.2438,0.24746,0.24578,0.21999,,,,,,,,,1.4434,1.5017,1.4956,1.4766,,,,
44358s,37.3 °C,,,,,,,,,,,,,,,,,0.65118,0.6218,0.66922,0.53801,,,,,,,,,0.49734,0.50923,0.5192,0.50079,,,,,,,,,0.4792,0.4683,0.48839,0.46254,,,,,,,,,0.30393,0.32158,0.32634,0.30706,,,,,,,,,0.24783,0.25252,0.25146,0.22414,,,,,,,,,1.4468,1.5053,1.499,1.4747,,,,
44682s,37.3 °C,,,,,,,,,,,,,,,,,0.5911,0.6276,0.67446,0.55324,,,,,,,,,0.52338,0.51302,0.52091,0.50342,,,,,,,,,0.48311,0.47361,0.49261,0.46522,,,,,,,,,0.31036,0.32936,0.33358,0.31322,,,,,,,,,0.25182,0.2564,0.25562,0.22903,,,,,,,,,1.4464,1.5061,1.5037,1.4738,,,,
45005s,37.2 °C,,,,,,,,,,,,,,,,,0.63861,0.65439,0.62944,0.53606,,,,,,,,,0.52346,0.5163,0.52373,0.50882,,,,,,,,,0.48602,0.4758,0.49674,0.46991,,,,,,,,,0.31711,0.33697,0.34237,0.31996,,,,,,,,,0.25607,0.26018,0.26046,0.23318,,,,,,,,,1.4513,1.5113,1.5077,1.4825,,,,
45329s,37.3 °C,,,,,,,,,,,,,,,,,0.68848,0.66469,0.619,0.53606,,,,,,,,,0.54058,0.525,0.53333,0.51468,,,,,,,,,0.48777,0.48232,0.50001,0.47363,,,,,,,,,0.32281,0.34407,0.35052,0.32539,,,,,,,,,0.26009,0.26428,0.26476,0.23714,,,,,,,,,1.4473,1.5111,1.4773,1.4866,,,,
45653s,37.3 °C,,,,,,,,,,,,,,,,,0.61474,0.57916,0.60389,0.54438,,,,,,,,,0.53986,0.52936,0.53693,0.51634,,,,,,,,,0.49268,0.48507,0.50752,0.47771,,,,,,,,,0.32953,0.35186,0.35867,0.33258,,,,,,,,,0.26416,0.26669,0.2698,0.24176,,,,,,,,,1.4457,1.5111,1.488,1.4821,,,,
45977s,37.2 °C,,,,,,,,,,,,,,,,,0.61358,0.53857,0.59943,0.55389,,,,,,,,,0.55542,0.5314,0.53862,0.51908,,,,,,,,,0.49706,0.48894,0.51216,0.4799,,,,,,,,,0.33667,0.35944,0.36699,0.3384,,,,,,,,,0.268,0.27254,0.27373,0.24589,,,,,,,,,1.445,1.5134,1.4903,1.4872,,,,
46301s,37.3 °C,,,,,,,,,,,,,,,,,0.65927,0.58727,0.62127,0.54972,,,,,,,,,0.5634,0.53501,0.53959,0.52249,,,,,,,,,0.50066,0.49348,0.51706,0.48437,,,,,,,,,0.34324,0.3678,0.375,0.34569,,,,,,,,,0.27229,0.27598,0.27894,0.2507,,,,,,,,,1.4327,1.5155,1.4909,1.4837,,,,
46624s,37.3 °C,,,,,,,,,,,,,,,,,0.65591,0.54842,0.61793,0.54712,,,,,,,,,0.5481,0.53836,0.54899,0.52646,,,,,,,,,0.50456,0.49677,0.52126,0.48764,,,,,,,,,0.34913,0.37549,0.3822,0.3518,,,,,,,,,0.27637,0.27967,0.28334,0.25493,,,,,,,,,1.4341,1.519,1.4896,1.4838,,,,
46948s,37.3 °C,,,,,,,,,,,,,,,,,0.62317,0.58634,0.64272,0.56022,,,,,,,,,0.55424,0.54378,0.54939,0.52946,,,,,,,,,0.50519,0.50104,0.52671,0.49098,,,,,,,,,0.35573,0.38242,0.38959,0.35826,,,,,,,,,0.28018,0.28383,0.2882,0.25951,,,,,,,,,1.4338,1.5209,1.4904,1.4855,,,,
47272s,37.4 °C,,,,,,,,,,,,,,,,,0.6099,0.58276,0.65309,0.57336,,,,,,,,,0.55936,0.5494,0.55551,0.5337,,,,,,,,,0.50934,0.50532,0.53111,0.49344,,,,,,,,,0.36167,0.38822,0.39658,0.36476,,,,,,,,,0.28468,0.28818,0.29339,0.26361,,,,,,,,,1.4371,1.5222,1.4927,1.49,,,,
47598s,37.3 °C,,,,,,,,,,,,,,,,,0.61552,0.58573,0.63661,0.57349,,,,,,,,,0.54613,0.55463,0.56236,0.53764,,,,,,,,,0.51262,0.51209,0.53471,0.49729,,,,,,,,,0.36729,0.39299,0.40309,0.37018,,,,,,,,,0.28817,0.29234,0.29852,0.26839,,,,,,,,,1.4383,1.5287,1.4933,1.4977,,,,
47922s,37.3 °C,,,,,,,,,,,,,,,,,0.63274,0.61172,0.63893,0.57462,,,,,,,,,0.55581,0.55817,0.5683,0.54069,,,,,,,,,0.51316,0.51621,0.54077,0.50322,,,,,,,,,0.37263,0.3978,0.40987,0.37549,,,,,,,,,0.29261,0.29523,0.30351,0.27287,,,,,,,,,1.4406,1.5304,1.4938,1.4947,,,,
48246s,37.2 °C,,,,,,,,,,,,,,,,,0.64097,0.61428,0.62558,0.57814,,,,,,,,,0.57482,0.56504,0.57332,0.54514,,,,,,,,,0.51811,0.51906,0.54528,0.50579,,,,,,,,,0.37764,0.40269,0.41623,0.38073,,,,,,,,,0.29649,0.29854,0.30866,0.27642,,,,,,,,,1.4447,1.5328,1.4934,1.4922,,,,
48569s,37.3 °C,,,,,,,,,,,,,,,,,0.63602,0.61541,0.63284,0.57476,,,,,,,,,0.55969,0.56724,0.5737,0.54836,,,,,,,,,0.52113,0.5235,0.54772,0.50852,,,,,,,,,0.38257,0.40773,0.42188,0.38606,,,,,,,,,0.30099,0.3035,0.31378,0.28111,,,,,,,,,1.4453,1.5291,1.5013,1.4992,,,,
48893s,37.3 °C,,,,,,,,,,,,,,,,,0.63974,0.59834,0.6384,0.58339,,,,,,,,,0.56346,0.57277,0.58037,0.55226,,,,,,,,,0.52578,0.52749,0.55353,0.51156,,,,,,,,,0.3879,0.41256,0.42804,0.3914,,,,,,,,,0.30499,0.30742,0.31878,0.2858,,,,,,,,,1.4467,1.533,1.5028,1.4967,,,,
49217s,37.2 °C,,,,,,,,,,,,,,,,,0.6363,0.57342,0.64038,0.5883,,,,,,,,,0.56223,0.5776,0.58752,0.55694,,,,,,,,,0.52849,0.53361,0.55503,0.51467,,,,,,,,,0.39346,0.41769,0.4336,0.39608,,,,,,,,,0.30932,0.31251,0.32363,0.29048,,,,,,,,,1.4453,1.5379,1.5061,1.4997,,,,
49541s,37.3 °C,,,,,,,,,,,,,,,,,0.63473,0.58419,0.62969,0.58057,,,,,,,,,0.56726,0.58156,0.59232,0.56063,,,,,,,,,0.53251,0.53741,0.55992,0.51801,,,,,,,,,0.39848,0.42347,0.43879,0.40028,,,,,,,,,0.3133,0.31684,0.3279,0.29483,,,,,,,,,1.4427,1.5436,1.5105,1.4996,,,,
49864s,37.3 °C,,,,,,,,,,,,,,,,,0.67392,0.58007,0.62857,0.58206,,,,,,,,,0.58014,0.58779,0.59787,0.56588,,,,,,,,,0.53482,0.54246,0.56552,0.52561,,,,,,,,,0.40303,0.42853,0.44438,0.40579,,,,,,,,,0.3178,0.32207,0.33241,0.29764,,,,,,,,,1.4403,1.5428,1.5127,1.5015,,,,
50188s,37.3 °C,,,,,,,,,,,,,,,,,0.66657,0.58664,0.63264,0.57491,,,,,,,,,0.58192,0.59302,0.60327,0.57084,,,,,,,,,0.54002,0.54779,0.56944,0.52711,,,,,,,,,0.40847,0.43531,0.44917,0.41057,,,,,,,,,0.32179,0.325,0.33718,0.30227,,,,,,,,,1.4415,1.5327,1.5113,1.5029,,,,
50512s,37.3 °C,,,,,,,,,,,,,,,,,0.62274,0.60903,0.64077,0.60047,,,,,,,,,0.58339,0.59941,0.61019,0.57526,,,,,,,,,0.54323,0.55212,0.57589,0.53101,,,,,,,,,0.412,0.44242,0.45514,0.41498,,,,,,,,,0.3259,0.32896,0.34132,0.30623,,,,,,,,,1.4431,1.5247,1.5113,1.5071,,,,
50836s,37.4 °C,,,,,,,,,,,,,,,,,0.63886,0.6062,0.63527,0.59647,,,,,,,,,0.58782,0.60576,0.61537,0.57922,,,,,,,,,0.54689,0.55793,0.58151,0.5342,,,,,,,,,0.41807,0.44729,0.46049,0.41911,,,,,,,,,0.3301,0.33272,0.34563,0.30917,,,,,,,,,1.4427,1.5217,1.513,1.5094,,,,
51159s,37.2 °C,,,,,,,,,,,,,,,,,0.64374,0.63981,0.64167,0.59201,,,,,,,,,0.58922,0.61288,0.62104,0.58381,,,,,,,,,0.55209,0.56398,0.58714,0.53821,,,,,,,,,0.42064,0.4519,0.46648,0.42446,,,,,,,,,0.33403,0.33656,0.34983,0.31263,,,,,,,,,1.4455,1.5244,1.513,1.5078,,,,
51483s,37.3 °C,,,,,,,,,,,,,,,,,0.68708,0.65918,0.64823,0.59559,,,,,,,,,0.59404,0.61963,0.6274,0.5878,,,,,,,,,0.55528,0.56884,0.59276,0.54228,,,,,,,,,0.42528,0.45298,0.47149,0.42881,,,,,,,,,0.33814,0.33929,0.3544,0.31611,,,,,,,,,1.4453,1.524,1.5128,1.506,,,,
51807s,37.3 °C,,,,,,,,,,,,,,,,,0.70047,0.66224,0.65002,0.61736,,,,,,,,,0.59786,0.62643,0.63252,0.59188,,,,,,,,,0.56086,0.57559,0.59908,0.54679,,,,,,,,,0.42984,0.45693,0.47734,0.43364,,,,,,,,,0.34209,0.34296,0.35818,0.3202,,,,,,,,,1.4497,1.5235,1.5164,1.5084,,,,
52130s,37.2 °C,,,,,,,,,,,,,,,,,0.6698,0.65128,0.65039,0.60228,,,,,,,,,0.60397,0.63262,0.63962,0.59604,,,,,,,,,0.56589,0.58162,0.60589,0.55229,,,,,,,,,0.43427,0.46167,0.48344,0.43869,,,,,,,,,0.34547,0.34768,0.36062,0.32302,,,,,,,,,1.4467,1.5284,1.5102,1.5094,,,,
52457s,37.2 °C,,,,,,,,,,,,,,,,,0.64767,0.6355,0.65208,0.61187,,,,,,,,,0.61281,0.63906,0.64446,0.60076,,,,,,,,,0.57146,0.58776,0.61281,0.55696,,,,,,,,,0.43971,0.4667,0.49168,0.44293,,,,,,,,,0.3492,0.35237,0.36404,0.32644,,,,,,,,,1.4473,1.5295,1.514,1.5064,,,,
52781s,37.3 °C,,,,,,,,,,,,,,,,,0.65223,0.63583,0.65496,0.59853,,,,,,,,,0.61286,0.64526,0.65066,0.60458,,,,,,,,,0.5772,0.59399,0.61901,0.56108,,,,,,,,,0.44413,0.47172,0.49569,0.44751,,,,,,,,,0.35244,0.35554,0.36754,0.3304,,,,,,,,,1.45,1.5324,1.5176,1.5066,,,,
53104s,37.2 °C,,,,,,,,,,,,,,,,,0.60751,0.6499,0.64949,0.62003,,,,,,,,,0.61816,0.6523,0.6564,0.61081,,,,,,,,,0.58261,0.60052,0.62537,0.5657,,,,,,,,,0.44818,0.47671,0.49439,0.45216,,,,,,,,,0.35603,0.3581,0.3709,0.33386,,,,,,,,,1.449,1.5318,1.5189,1.5029,,,,
53428s,37.3 °C,,,,,,,,,,,,,,,,,0.63238,0.65696,0.66589,0.62427,,,,,,,,,0.62409,0.65868,0.66202,0.61444,,,,,,,,,0.58832,0.60744,0.63254,0.57033,,,,,,,,,0.45307,0.48286,0.49491,0.45769,,,,,,,,,0.35882,0.36204,0.37467,0.33662,,,,,,,,,1.4458,1.5329,1.5159,1.5085,,,,
53752s,37.3 °C,,,,,,,,,,,,,,,,,0.6308,0.65732,0.6648,0.61059,,,,,,,,,0.63039,0.66546,0.66938,0.61878,,,,,,,,,0.59381,0.61387,0.63976,0.57669,,,,,,,,,0.45789,0.48863,0.5006,0.46296,,,,,,,,,0.36239,0.36587,0.37823,0.34041,,,,,,,,,1.4464,1.5291,1.5142,1.5093,,,,
54076s,37.3 °C,,,,,,,,,,,,,,,,,0.64958,0.6744,0.66383,0.61699,,,,,,,,,0.63361,0.67174,0.67478,0.6226,,,,,,,,,0.59958,0.62066,0.64633,0.58252,,,,,,,,,0.46379,0.49487,0.51048,0.46781,,,,,,,,,0.36613,0.36883,0.38194,0.34419,,,,,,,,,1.4497,1.533,1.5132,1.5112,,,,
54399s,37.3 °C,,,,,,,,,,,,,,,,,0.64971,0.66644,0.66803,0.61983,,,,,,,,,0.6386,0.67871,0.68117,0.62694,,,,,,,,,0.60533,0.62763,0.65411,0.58842,,,,,,,,,0.46873,0.49963,0.51839,0.47343,,,,,,,,,0.36928,0.37271,0.38471,0.34762,,,,,,,,,1.4506,1.5335,1.5129,1.5122,,,,
54723s,37.3 °C,,,,,,,,,,,,,,,,,0.62866,0.66076,0.67402,0.62812,,,,,,,,,0.64454,0.68519,0.68707,0.63186,,,,,,,,,0.61162,0.6353,0.66127,0.59387,,,,,,,,,0.47322,0.50618,0.53441,0.47939,,,,,,,,,0.37267,0.37572,0.38909,0.35114,,,,,,,,,1.4483,1.5317,1.5117,1.5049,,,,
55047s,37.3 °C,,,,,,,,,,,,,,,,,0.62022,0.65153,0.67708,0.62737,,,,,,,,,0.64914,0.69152,0.69307,0.63666,,,,,,,,,0.61779,0.64271,0.67003,0.59954,,,,,,,,,0.47852,0.51083,0.5207,0.48454,,,,,,,,,0.37631,0.3785,0.393,0.35547,,,,,,,,,1.4452,1.5327,1.5075,1.5029,,,,
55371s,37.3 °C,,,,,,,,,,,,,,,,,0.62554,0.65319,0.68057,0.61923,,,,,,,,,0.65362,0.69791,0.69896,0.64019,,,,,,,,,0.62468,0.6495,0.67613,0.60449,,,,,,,,,0.48427,0.51816,0.53152,0.49059,,,,,,,,,0.38096,0.38294,0.39763,0.35926,,,,,,,,,1.455,1.5327,1.5105,1.5018,,,,
55694s,37.3 °C,,,,,,,,,,,,,,,,,0.62229,0.66854,0.68554,0.62848,,,,,,,,,0.6581,0.70388,0.70436,0.64419,,,,,,,,,0.63127,0.6568,0.68569,0.61196,,,,,,,,,0.49041,0.52422,0.54103,0.49633,,,,,,,,,0.3838,0.38579,0.40078,0.36286,,,,,,,,,1.4529,1.5303,1.5097,1.5077,,,,
56018s,37.3 °C,,,,,,,,,,,,,,,,,0.6353,0.66797,0.69313,0.62002,,,,,,,,,0.66379,0.71013,0.71036,0.64816,,,,,,,,,0.63846,0.6641,0.69113,0.61861,,,,,,,,,0.49703,0.53074,0.55641,0.50292,,,,,,,,,0.38852,0.39101,0.40531,0.36717,,,,,,,,,1.4534,1.529,1.5141,1.5057,,,,
56342s,37.2 °C,,,,,,,,,,,,,,,,,0.6201,0.66394,0.69366,0.62358,,,,,,,,,0.67124,0.71496,0.71533,0.65192,,,,,,,,,0.64621,0.67208,0.69779,0.62514,,,,,,,,,0.50372,0.53706,0.54484,0.51066,,,,,,,,,0.39254,0.39468,0.40934,0.37106,,,,,,,,,1.4622,1.5296,1.5091,1.5042,,,,
56665s,37.3 °C,,,,,,,,,,,,,,,,,0.61396,0.66984,0.69392,0.62971,,,,,,,,,0.67341,0.7193,0.72112,0.655,,,,,,,,,0.65318,0.67892,0.70457,0.63072,,,,,,,,,0.50997,0.54417,0.55373,0.51726,,,,,,,,,0.39641,0.39889,0.41379,0.37476,,,,,,,,,1.4535,1.5309,1.5081,1.4945,,,,
56989s,37.2 °C,,,,,,,,,,,,,,,,,0.61629,0.67451,0.70027,0.63312,,,,,,,,,0.6778,0.72438,0.72633,0.65939,,,,,,,,,0.66121,0.68604,0.71214,0.63749,,,,,,,,,0.5167,0.54969,0.56483,0.52363,,,,,,,,,0.40042,0.404,0.4186,0.37851,,,,,,,,,1.4602,1.5317,1.5086,1.4856,,,,
57313s,37.2 °C,,,,,,,,,,,,,,,,,0.61647,0.67386,0.70147,0.63462,,,,,,,,,0.68037,0.72844,0.73053,0.66264,,,,,,,,,0.66718,0.69362,0.71931,0.64402,,,,,,,,,0.52311,0.55552,0.5763,0.52972,,,,,,,,,0.40443,0.40687,0.42206,0.38347,,,,,,,,,1.4584,1.5303,1.5111,1.4752,,,,
57637s,37.2 °C,,,,,,,,,,,,,,,,,0.62402,0.67802,0.7089,0.63612,,,,,,,,,0.68443,0.7325,0.73579,0.66617,,,,,,,,,0.6745,0.70094,0.72624,0.64979,,,,,,,,,0.52912,0.56217,0.58681,0.53594,,,,,,,,,0.40879,0.41169,0.42503,0.38788,,,,,,,,,1.4563,1.5302,1.51,1.4744,,,,
57960s,37.3 °C,,,,,,,,,,,,,,,,,0.62412,0.67557,0.71347,0.64568,,,,,,,,,0.68712,0.73553,0.74003,0.66953,,,,,,,,,0.67962,0.70722,0.7323,0.6555,,,,,,,,,0.5338,0.56698,0.58057,0.5427,,,,,,,,,0.41254,0.41606,0.43067,0.39168,,,,,,,,,1.4597,1.5292,1.5174,1.4801,,,,
58284s,37.3 °C,,,,,,,,,,,,,,,,,0.64101,0.67177,0.71824,0.64127,,,,,,,,,0.68934,0.73911,0.74417,0.6726,,,,,,,,,0.68683,0.71433,0.73912,0.66182,,,,,,,,,0.53934,0.57257,0.57428,0.54809,,,,,,,,,0.41652,0.42027,0.43376,0.39541,,,,,,,,,1.4622,1.5318,1.5094,1.4795,,,,
58608s,37.2 °C,,,,,,,,,,,,,,,,,0.63702,0.6694,0.72161,0.64708,,,,,,,,,0.69149,0.7418,0.74828,0.67527,,,,,,,,,0.69249,0.72062,0.7441,0.66801,,,,,,,,,0.5457,0.5781,0.58689,0.55361,,,,,,,,,0.42167,0.42538,0.43874,0.39998,,,,,,,,,1.4629,1.5317,1.5083,1.4802,,,,
58932s,37.3 °C,,,,,,,,,,,,,,,,,0.6162,0.67914,0.71994,0.64211,,,,,,,,,0.69423,0.74468,0.75146,0.67804,,,,,,,,,0.69792,0.72628,0.74937,0.67347,,,,,,,,,0.55062,0.58386,0.59563,0.55918,,,,,,,,,0.42437,0.42967,0.44232,0.4039,,,,,,,,,1.4566,1.5315,1.5088,1.48,,,,
59255s,37.3 °C,,,,,,,,,,,,,,,,,0.61351,0.67184,0.71792,0.63986,,,,,,,,,0.69621,0.74677,0.7549,0.67951,,,,,,,,,0.70402,0.73234,0.75471,0.67929,,,,,,,,,0.55644,0.58939,0.60741,0.56528,,,,,,,,,0.43002,0.43393,0.44631,0.40727,,,,,,,,,1.4593,1.5306,1.5097,1.476,,,,
59579s,37.3 °C,,,,,,,,,,,,,,,,,0.62804,0.67462,0.70958,0.64584,,,,,,,,,0.69783,0.74882,0.75707,0.68152,,,,,,,,,0.70833,0.73717,0.7573,0.68512,,,,,,,,,0.56151,0.59422,0.61282,0.57019,,,,,,,,,0.43307,0.43831,0.45094,0.41247,,,,,,,,,1.4596,1.5282,1.5144,1.4689,,,,
59903s,37.2 °C,,,,,,,,,,,,,,,,,0.63149,0.67864,0.71366,0.65266,,,,,,,,,0.70072,0.75186,0.76017,0.68424,,,,,,,,,0.71334,0.74241,0.76087,0.68998,,,,,,,,,0.56703,0.60073,0.62566,0.57644,,,,,,,,,0.43864,0.44418,0.45564,0.41661,,,,,,,,,1.457,1.5296,1.5127,1.4726,,,,
60226s,37.3 °C,,,,,,,,,,,,,,,,,0.62552,0.67673,0.71293,0.65527,,,,,,,,,0.7033,0.75337,0.76271,0.68574,,,,,,,,,0.71783,0.74731,0.76351,0.69539,,,,,,,,,0.57238,0.60808,0.64071,0.58276,,,,,,,,,0.4433,0.44833,0.46,0.42134,,,,,,,,,1.454,1.5306,1.5071,1.4689,,,,
60550s,37.3 °C,,,,,,,,,,,,,,,,,0.6191,0.67606,0.715,0.65418,,,,,,,,,0.70678,0.75484,0.76512,0.68752,,,,,,,,,0.7216,0.75131,0.76662,0.69966,,,,,,,,,0.57842,0.61372,0.6486,0.58789,,,,,,,,,0.44632,0.45124,0.46426,0.42542,,,,,,,,,1.4517,1.5289,1.5117,1.4691,,,,
60874s,37.3 °C,,,,,,,,,,,,,,,,,0.62351,0.67826,0.71782,0.65471,,,,,,,,,0.70817,0.75619,0.76637,0.68938,,,,,,,,,0.72502,0.75518,0.76859,0.70431,,,,,,,,,0.58497,0.61832,0.64732,0.59467,,,,,,,,,0.45196,0.45874,0.46873,0.43179,,,,,,,,,1.4481,1.53,1.5118,1.4666,,,,
61198s,37.3 °C,,,,,,,,,,,,,,,,,0.61147,0.68321,0.72561,0.65016,,,,,,,,,0.71149,0.7575,0.76897,0.69156,,,,,,,,,0.7289,0.75892,0.76963,0.70896,,,,,,,,,0.59207,0.62189,0.64933,0.59977,,,,,,,,,0.45627,0.46431,0.47223,0.43449,,,,,,,,,1.4472,1.5319,1.5023,1.4676,,,,
61521s,37.3 °C,,,,,,,,,,,,,,,,,0.61031,0.68501,0.72817,0.64691,,,,,,,,,0.71192,0.75798,0.77027,0.69336,,,,,,,,,0.73119,0.7615,0.77064,0.71247,,,,,,,,,0.59807,0.62756,0.64903,0.6054,,,,,,,,,0.46104,0.46919,0.47762,0.4385,,,,,,,,,1.4445,1.528,1.4964,1.4653,,,,
61845s,37.2 °C,,,,,,,,,,,,,,,,,0.61419,0.68874,0.72584,0.64998,,,,,,,,,0.71373,0.75994,0.77197,0.69517,,,,,,,,,0.7345,0.76403,0.7715,0.71549,,,,,,,,,0.60451,0.63317,0.64954,0.61194,,,,,,,,,0.46643,0.47514,0.48337,0.44391,,,,,,,,,1.4396,1.5205,1.5039,1.4726,,,,
62169s,37.3 °C,,,,,,,,,,,,,,,,,0.63257,0.69324,0.72726,0.6493,,,,,,,,,0.71454,0.75939,0.77272,0.69681,,,,,,,,,0.73708,0.76641,0.77194,0.71877,,,,,,,,,0.61102,0.6377,0.65977,0.61868,,,,,,,,,0.47082,0.48093,0.48724,0.4489,,,,,,,,,1.4368,1.5029,1.5022,1.4744,,,,
62492s,37.3 °C,,,,,,,,,,,,,,,,,0.63301,0.696,0.72813,0.64153,,,,,,,,,0.71712,0.76041,0.77457,0.69883,,,,,,,,,0.74008,0.76796,0.7726,0.72183,,,,,,,,,0.61823,0.64331,0.67261,0.62489,,,,,,,,,0.47608,0.4861,0.49252,0.45417,,,,,,,,,1.4363,1.5042,1.5065,1.477,,,,
62816s,37.2 °C,,,,,,,,,,,,,,,,,0.63086,0.69792,0.73033,0.64076,,,,,,,,,0.71938,0.76198,0.77628,0.70109,,,,,,,,,0.74289,0.76988,0.77332,0.72481,,,,,,,,,0.625,0.65269,0.67917,0.63233,,,,,,,,,0.48101,0.49278,0.49736,0.45757,,,,,,,,,1.4329,1.5092,1.4976,1.4802,,,,
63140s,37.2 °C,,,,,,,,,,,,,,,,,0.61621,0.69813,0.73208,0.64676,,,,,,,,,0.7205,0.76083,0.77687,0.70246,,,,,,,,,0.74492,0.77098,0.77259,0.72719,,,,,,,,,0.63133,0.66233,0.68633,0.63811,,,,,,,,,0.48606,0.49818,0.50301,0.46384,,,,,,,,,1.4256,1.5015,1.4934,1.4783,,,,
63464s,37.3 °C,,,,,,,,,,,,,,,,,0.61331,0.69736,0.73253,0.64713,,,,,,,,,0.72206,0.76198,0.77762,0.70467,,,,,,,,,0.74679,0.77212,0.77444,0.72982,,,,,,,,,0.63744,0.67114,0.70307,0.64478,,,,,,,,,0.49124,0.50294,0.50873,0.46743,,,,,,,,,1.4253,1.4998,1.5005,1.482,,,,
63787s,37.2 °C,,,,,,,,,,,,,,,,,0.61933,0.70033,0.73324,0.64818,,,,,,,,,0.72254,0.76071,0.77758,0.70558,,,,,,,,,0.74851,0.7719,0.77206,0.73108,,,,,,,,,0.64432,0.67823,0.71494,0.65088,,,,,,,,,0.49692,0.50861,0.51407,0.4719,,,,,,,,,1.4135,1.4925,1.4895,1.4691,,,,
64111s,37.3 °C,,,,,,,,,,,,,,,,,0.62186,0.70262,0.73648,0.64186,,,,,,,,,0.72353,0.76133,0.77879,0.70759,,,,,,,,,0.75032,0.77251,0.7719,0.73337,,,,,,,,,0.64957,0.68513,0.72464,0.65699,,,,,,,,,0.5022,0.51452,0.51884,0.47722,,,,,,,,,1.4107,1.4845,1.479,1.4824,,,,
Date of measurement: 2018-10-11/Time of measurement: 16:55:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
